IDOJ1_TipoOrgJurídica;IDAIO_AñoInicio;CONSUI_ConsumoIntermedio;SUELDOS_salariosAño;PRESTAC;TOTPERSO_PersonalTotal;VENTA
14;1999;387065;614948;228573;30;6199644
14;2014;2603041;1578002;673293;102;6315962
5;2013;11284439;6413897;2485129;60;161067826
14;1988;730528;195289;66233;17;7124547
4;2003;50222486;9500366;3119496;333;177493930
14;1953;114535017;36969642;14341857;233;333195584
14;2015;1726073;983566;411604;90;29594737
14;2010;917406;463709;163139;37;18623442
4;2008;471608;408781;171079;30;3136983
3;2007;827088;378717;147378;30;13797158
14;2013;692458;684087;234857;48;42578510
14;2011;235694;269039;101684;10;2739543
14;2015;2910122;1174230;727118;24;39010739
14;2016;145432;150939;54744;14;2241936
14;2017;510985;384911;161863;18;10966182
14;2016;59585678;18889045;7667152;850;299451770
14;2007;4184402;1710006;1175698;49;20077464
14;2011;2820748;1629058;562965;56;70421441
14;2012;1510912;3109475;1301747;36;15692912
14;2014;1868699;738808;195333;5;27917721
14;2016;1829503;2837262;1178790;42;31753333
14;2016;120898;147839;62013;14;2135465
14;2013;4317682;306732;100124;77;145502678
14;2016;228428;81183;30540;8;27084585
14;2018;1212328;294019;116458;47;6898939
14;2012;1078325;258158;111210;46;6903205
4;2004;829446;371284;134701;18;14233176
14;2007;902428;326591;137033;21;8577913
14;2011;203345;113044;40901;9;6334399
14;2016;6291004;3362624;788876;99;44111311
3;2019;251735;358513;150235;27;6752891
5;1981;1011807;864080;412616;46;23920830
5;1985;2456870;1540677;581303;100;37069584
14;1956;14560874;14958607;5901049;712;216092040
14;1992;637134;585034;224448;26;21769064
14;1991;3205773;2967004;1047425;200;119883509
13;1976;11995442;6544344;3415963;360;112434327
5;1974;324513;281310;128848;12;5314152
5;1976;178104;331671;151258;11;4827998
14;1978;3850996;1940500;861129;132;45576782
14;2002;1352395;1871328;909895;95;18153101
5;1972;640095;1039944;508738;37;23492939
14;2001;8685731;4938474;1859226;192;73778148
14;1979;1217059;1337104;515005;56;7683062
14;1994;919828;1500366;573586;115;14349673
5;1974;553369;1233319;473823;116;12809805
14;1991;7172824;5244698;2164963;336;71033820
5;1973;715637;599891;178492;48;12061446
5;1965;285767;631109;216785;33;8336551
5;1960;1030675;1040832;378829;49;10227409
5;1954;3561904;3052271;1443476;163;76794868
14;1991;54541790;26952386;9889149;1301;957544623
14;1982;3793338;920588;409725;57;33950320
5;1991;715268;705059;365479;37;12937112
14;1988;603233;303048;116303;13;7821109
14;1996;157871;144681;50625;11;8319726
14;1988;504923;533214;193901;33;9165169
14;1985;538524;708836;394193;14;13741505
5;1986;464909;817342;440736;39;11506089
5;1963;643271;791339;292911;29;22300984
4;1999;431515;300534;111709;24;7368142
3;1974;751925;678596;237740;56;15471096
4;1999;1358373;2093350;777214;107;22372475
14;1994;1961089;1108784;457252;43;13724269
5;1992;1097334;1107716;452292;38;26692999
14;2000;2020333;448352;188189;37;8522554
14;1998;5187519;7894160;2963904;338;124234966
5;2003;4849496;3760496;1923646;293;102854109
14;1991;7538167;4310115;1972403;110;102392712
14;1993;599595;498339;215840;34;16416188
4;2001;823050;2056560;859747;78;26471320
5;2000;508219;148078;61861;12;4993737
14;1997;356607;233006;101655;17;4410369
2;1991;137864;290729;127668;12;10789209
14;1988;833928;1361297;584143;47;37818155
14;2007;734706;561214;139378;35;7846015
14;2007;2693980;2833709;970123;241;87121880
5;1988;695150;735855;335720;46;12285520
5;1997;646814;781997;278540;29;14642928
5;1994;2247833;594571;210930;34;26119634
14;2000;604821;1561199;553124;53;11350322
14;2002;11876575;2293794;867117;92;163351246
14;2001;8799061;4611892;2210547;213;191158943
14;1983;614709;311016;109927;32;8569501
13;1995;1218006;1211869;632305;52;16657403
14;1999;671821;929888;307584;41;21984422
14;2002;987772;1055394;537146;62;10988640
14;2004;224821;309461;108710;20;3335929
4;2004;743121;501788;214738;33;15303780
4;1996;391870;242701;95585;16;3980941
4;2005;2106183;1002446;525650;30;25423511
5;2006;917059;498161;192699;23;31507156
5;2007;327236;464803;225354;23;2922556
5;2007;351812;200515;76038;14;5309496
14;2000;159354;442065;154646;28;9671665
14;1985;201260;430902;150289;19;6238958
4;1988;417376;582465;199595;31;8241214
4;1991;384614;538988;297930;17;7892089
4;1994;616068;854863;408999;44;13244276
5;1992;562856;887466;296415;19;9261143
5;2003;3565134;843721;372884;41;17439768
5;1994;394984;113572;52455;9;5047845
5;2010;287305;351251;82937;14;5958650
14;2001;189300;303636;145100;22;6241863
5;1989;185155;258455;116510;14;4112999
5;2007;865873;1276318;544994;41;45213398
14;2004;3972824;3128673;1542988;194;47503108
5;2001;271209;194570;83742;12;4927113
14;2009;223500;302520;111197;16;9060097
4;2001;304624;380655;163630;23;7589615
14;2001;349181;287521;110495;23;3798324
14;2011;235067;289929;93586;21;6832225
14;2011;747186;706377;273073;42;12832432
14;2011;260131;312787;153086;23;6864403
14;1992;1455099;2338599;1000679;150;25121141
14;2012;275040;228788;75751;10;9287552
4;1982;469314;177587;64986;12;6918710
14;2013;100684;70684;44348;6;3308230
14;2014;1049494;650971;275899;57;30014348
14;2018;17860634;1092073;500035;127;133877402
14;1988;1072846;766440;254255;31;11133648
14;1998;1822753;615135;241399;15;27850154
5;2002;321935;151865;51679;10;4583781
14;2010;1455088;447357;153966;27;10184262
14;1984;844332;453288;192223;15;95223941
14;2005;711673;766373;301562;17;27791129
5;2006;634138;118244;54743;26;2766792
14;2010;460780;172131;68501;15;10074373
14;2011;1851256;976383;347348;45;40400182
14;2011;566513;229781;89142;21;4952227
14;2016;7095011;3860382;2212063;301;138684732
14;2014;458305;565334;189157;21;11385640
14;2014;26166703;3723657;2066724;133;97308134
14;1;2208100;378970;131900;28;14762533
14;1972;5105289;7487045;2773893;238;138886597
14;1958;29778155;20279460;7551537;748;339656887
14;1982;5845798;3978034;1709218;146;101385260
5;1954;508113;481745;167775;8;13491457
14;2000;795703;469168;165413;31;7671218
5;1991;15489800;8788331;4235187;282;398605496
5;1997;842688;536199;193048;37;4285332
5;1987;3532390;5261302;2365303;292;48712131
14;1974;918216;1059812;391754;70;12955059
4;1999;314769;364606;156959;26;10445561
14;1990;1104398;521133;306686;12;34944871
5;1987;1953335;1787628;915862;77;59481796
14;1964;1751744;318331;111746;14;81104492
5;1975;584386;1540165;789601;74;13225587
14;1990;3295087;1349091;586499;106;22121310
5;1988;3532797;2485760;976844;81;43028903
14;1989;892541;1428009;695634;48;21033828
5;1953;266913265;109780099;49602849;5681;3003856653
14;1984;11769684;12657116;5204408;881;286156688
14;1955;1901436;1913367;613336;82;41176917
14;1970;2818652;509427;209147;22;49107557
14;1993;7944989;2214599;1009129;116;68446361
14;1985;572516;948179;381826;45;13084567
5;1971;716742;485284;142393;11;16627291
5;2002;4177863;1313440;577321;95;43814254
14;1984;347126;769337;350857;40;2005015
14;1991;1496358;799005;308361;48;17190439
14;1969;1819603;1174136;496378;86;29972252
14;1969;1104228;1205200;439367;77;9147868
5;1981;680393;1409417;489902;30;17346697
5;1958;245389;745229;300337;27;9916725
14;1985;183939;601258;313278;15;5970883
5;1982;1922608;2119154;894552;116;30818820
14;1978;1175776;1185880;451818;74;12976171
5;1978;4878541;4128000;2338204;114;39263624
14;1981;594575;798839;303835;51;3407033
14;1946;24411538;17876536;6186484;454;203197210
14;1986;1155413;2328586;1428941;93;41027977
5;1992;571609;805947;383430;51;9934631
14;1990;2182339;1438033;550049;80;30025577
5;1986;55399794;28587439;10649362;1792;487529767
5;1950;26421551;15660727;6867463;850;165743824
5;2000;481640;713124;329202;44;9381110
5;1949;26421551;15660727;6867463;851;165743824
5;1979;12524690;7357551;3020235;440;64678626
5;1966;1739056;2972983;1686251;216;31458474
14;1977;347283;460512;188280;34;1916246
14;1985;1354753;1392057;638709;108;14131442
14;1969;462525;999693;321847;41;8695133
5;1984;2767826;4918941;1249256;205;69936907
14;1965;786711;1035071;495938;45;15058942
14;1988;1386234;2873104;1242004;111;24838301
5;1944;823913;1913864;781687;37;12481101
5;1982;618484;769133;286059;58;7264039
5;1973;982493;545364;400536;37;7991508
14;1984;924793;1199703;492533;53;15568600
5;1949;1813173;1775124;1062383;42;20163954
5;1965;12377390;5928860;2913723;124;291674101
14;1981;553687;516296;247895;18;5829516
5;1991;3567834;1796107;778610;102;51774678
5;1987;1295068;3150674;1558213;61;23747995
5;1971;416327;408277;153199;17;10706671
14;1997;473433;1171296;471516;44;9326900
14;1988;1045044;1289348;622583;43;22510395
14;1973;1826257;1366002;512613;87;18187327
5;1973;986728;1450187;664151;69;21775121
5;1976;3829529;4802308;2748556;131;63104390
14;1986;1052149;2045416;1196457;55;22787569
5;1949;531252305;214452177;109460889;16384;5354489948
14;1979;2660152;860789;340787;37;17069671
14;1977;13691708;5532921;2135946;168;163363640
5;1962;1140093;4231714;1663277;98;38806600
14;1993;473317;623027;260867;17;13048631
14;1975;689092;735674;329107;48;11681069
14;1979;2318435;1557322;852985;107;24512636
5;1987;541861;810841;312147;26;9890973
14;1980;236946;132243;56953;9;3303231
14;1986;289793;452239;190373;21;5742665
5;1973;234918;771009;309061;31;4711925
14;1987;144528;80302;29016;9;489096
5;1960;440400;591139;300243;40;11198863
14;2000;347805;384829;178955;20;1944653
12;1980;343501;158228;82558;12;4372276
14;1985;173259;318682;143761;16;4478096
14;1988;720919;1925798;639036;35;15151204
14;1971;726246;1960874;807613;39;8811624
14;1981;2386114;2472003;925456;85;24937010
14;1994;1056579;1139943;444788;54;21497050
5;1997;31741831;10916895;4440291;903;496022776
14;1992;2772355;2622462;1113935;218;136622632
5;1997;2521861;3057132;1049986;96;72825867
14;1987;367919;265747;100499;10;47223221
5;1994;765362;300501;107720;13;24136532
14;1993;2198035;1542906;739143;69;28804263
14;1996;660490;303336;153863;16;2123775
3;1998;1152089;351944;139975;23;14486565
14;1969;437154;219305;83333;9;8338963
5;1972;282375;281021;105910;9;7537082
14;1986;564787;375210;166366;26;9667537
14;1997;7239825;7673137;3303111;272;176377653
14;1994;29778155;20279460;7551537;745;339656887
14;1953;286405;486782;269206;18;2633813
14;1988;251899;489514;175638;24;11282422
14;1997;5845798;3978034;1709218;147;101385260
14;1987;4504656;5776970;2309677;137;57821824
14;1992;11434655;1986234;846010;170;31901441
5;1997;630567;724939;300173;40;11208864
14;1988;557739;358147;212084;31;15166526
14;2007;843005;666237;279824;29;6921814
14;1995;251809;256733;130857;19;11073425
5;1989;364033;733142;274855;27;8289355
5;1984;2788026;1363576;657388;24;44617356
14;1995;1117516;1763792;1143306;32;18092344
5;1996;1029150;1096986;427697;35;22698427
14;1986;1562891;1812143;1005734;59;14335642
14;1996;3278211;1394370;525606;35;144522313
14;1982;2582868;2892267;1329967;73;86902028
14;1999;7686925;4845838;1805124;317;117679338
14;1993;3496720;1847941;800138;49;49128911
4;1983;302424;348642;176977;19;8506365
14;1991;1755532;3017234;1164975;111;34380396
5;2002;1595782;1376070;547041;76;96910057
5;1983;1246835;463691;181430;15;21399652
14;1985;262260;239088;115376;8;4984728
5;1986;1889827;3133901;1447744;135;36296223
5;2000;5100263;5258143;1989256;136;163908283
5;1983;376445;423774;178137;17;11710424
14;1995;1266903;476463;252139;32;22089142
14;1991;1497473;411463;138185;40;21031102
14;1987;576421;794192;291639;58;7278755
14;1994;414971;939600;383763;43;27681628
4;2000;3321347;7027127;4805961;81;63822348
14;1994;528846;256356;113651;15;8456075
5;1985;899676;642182;258474;28;7986086
14;1981;3298109;1499057;598606;82;62147495
5;1992;5973434;2319635;1152869;137;54041016
5;1992;929534;843990;252208;41;8925895
5;2000;7774665;3411166;1486759;142;74648523
14;1984;1242506;2187393;998748;56;22415599
5;1999;2865854;1713881;813241;28;27225949
5;1996;496268;568490;233012;32;10661213
13;1985;1218006;1211869;632305;53;16657403
5;2004;40690621;16267156;7631062;1159;404032559
5;2000;257558;563775;257420;29;6156860
14;2003;668422;561450;235418;14;8015424
5;1991;271111;290399;117721;14;3242099
14;2004;437267;466219;190074;23;15042366
5;2002;261525;184948;58572;10;4266278
14;2001;939978;262236;113123;20;5450495
14;1979;750901;701935;326556;54;3394813
14;1996;759907;1083882;388261;55;17055979
14;2007;415969;420331;198763;28;12497559
14;1996;1911383;941759;414542;83;8076119
14;2004;4027618;4697932;1537573;213;72387550
14;1999;109501;365402;168614;34;25136029
5;1987;818891;1428652;783383;50;14506257
14;1995;7917796;4232054;1375097;205;166811973
14;2000;2363721;1265198;547850;75;26581581
14;1999;638613;909085;298590;44;29908810
5;2001;1117466;417049;185597;43;7329970
4;1999;1055950;1011467;403216;57;19889502
14;2003;319783;493042;220880;23;17292801
14;2003;3310195;3199219;1157130;65;33568556
14;2008;2246030;1217283;532890;92;14302763
5;2006;481328;370674;166688;22;6828334
14;1994;1207945;895339;369287;74;17662291
14;2005;4645096;6486176;3151348;407;135277471
14;2005;5128522;4516207;1920502;155;149505078
14;2007;196175;735544;281694;33;4896445
14;2009;1681234;245976;96926;66;11447263
14;1968;186597;461129;235020;20;15151422
14;1987;137876;311194;146497;20;6579101
14;1989;4454164;3502864;1599704;164;105685686
14;1989;809003;410713;166548;19;11266999
14;1989;1929777;1858652;935035;70;43455541
14;1997;170599;260960;133657;12;1700288
14;1997;3892920;3151913;1409346;50;72071293
14;1997;1220328;1919163;1089898;69;13600815
14;1997;2171973;1214174;545769;100;28714469
14;1998;31055271;11267651;4999002;598;193439014
5;2000;1583538;2024096;912656;78;18576187
14;2000;502333;1557635;663587;80;11003911
14;2000;1028014;1123107;489069;48;18721794
14;2001;681980;846354;378451;38;18246069
14;2001;1572035;1665714;687907;105;65515145
14;2002;3320293;519795;201181;48;49543851
14;2003;5555831;3628316;1204994;132;20611910
14;2004;2605387;2023823;817910;113;23690673
5;2004;2251324;1426419;762714;112;31341101
14;2004;1473852;819365;374739;58;21813108
14;2004;8092994;2894364;1660170;144;92212961
14;2004;200030;950170;387128;65;7457651
14;2004;8968725;7634000;3598295;340;73393362
4;1977;409522;686703;293944;40;11123681
14;1983;611220;559824;268846;40;3581093
14;2005;707217;1235938;502220;54;28424148
14;2005;236282;585163;244525;35;8386030
14;2007;644631;832232;237848;44;11740220
14;2008;729202;1067343;402194;69;10367472
14;2009;15004018;8650163;3637957;411;141412078
14;2011;397001;437524;192350;18;6346213
14;1990;1489016;706288;289994;54;22723310
14;1987;224018;394311;151800;27;6105694
14;1989;878772;425957;201730;21;6642520
14;1990;405807;556079;263101;30;7631710
14;1990;1039934;1134412;520912;60;28864172
5;1990;2685462;1135870;526903;89;19933644
14;1993;337126;1341390;593907;29;4642518
14;1994;479503;401103;158114;24;7349719
4;1996;599440;1633757;593480;14;7603059
14;1996;1094516;483901;210854;36;5274728
14;2014;1816241;1697036;602084;59;15290832
14;1997;953297;791357;334744;31;17609027
14;1999;283452;338005;160838;26;10067582
14;2000;1151232;898372;469647;32;13394578
14;2000;243835;291076;118648;17;7882971
14;2001;270364;385295;142299;34;6243282
14;2001;982150;921128;424608;38;16831520
5;1983;1222269;808931;347578;26;15698563
14;1986;763319;709921;191380;19;6517975
14;2005;294330;275392;110515;14;12123355
5;2005;4606092;1696909;695334;110;117847936
5;2006;185643;39922;16186;2;234162
5;2006;333077;370164;157223;20;5132202
14;2008;702476;970579;460201;48;39878031
14;2007;942997;545307;267094;34;19341458
5;2007;874929;249167;154972;23;2830684
5;2008;1164233;345734;165996;21;17525094
14;2008;1076701;1560905;732246;50;12072192
14;2008;281331;322883;141967;20;3960220
14;2009;1250071;454784;160482;14;8326711
14;2009;3502870;2813358;1141309;156;120899528
14;2010;596708;824018;373537;62;16442133
5;1972;524289;377522;151281;15;4192194
14;2004;2550584;293102;98193;18;13644637
14;1990;467759;178927;66213;9;4985375
5;2010;813786;264094;136614;14;7124369
14;2007;359864;153782;66194;17;3972488
5;2008;5472969;2638026;912273;264;68094262
5;1999;487006;762565;254249;29;17299718
14;2003;711148;467204;162215;33;4897072
5;2003;1290704;954794;531780;36;13251171
14;2002;92241;233522;115594;16;1135846
4;1999;265541;398884;135660;26;12271844
14;2003;319344;424130;154060;29;8907009
14;1997;3029599;698384;473331;26;23858171
14;2004;748843;419919;194944;22;14005538
14;2001;452411;807990;333215;40;13251298
14;1994;220367;712367;379059;16;8369117
5;2008;1376036;564142;217237;29;13108870
14;2005;1076606;52478;21444;51;11516247
14;2009;2922311;1948788;633709;50;109879025
14;2007;2900121;1891762;619198;116;11892558
5;1977;408264;891851;363347;22;6482202
14;1974;1177355;1551081;711286;34;16208745
14;2011;29438506;15998225;6404907;1015;623205671
14;2012;198756;494005;158824;47;6973380
14;2014;1311325;949434;387930;44;13145292
14;2014;188375;160541;57330;10;5518131
14;2012;524760;154711;79107;8;4925311
5;2005;376515;563119;290312;27;23826283
14;2011;325565;118288;57268;11;7181771
14;2013;263095;268914;116251;22;8369636
14;2015;1911557;955763;333366;60;14297683
14;2015;484680;719309;242469;28;8239051
14;2017;156443;656708;305447;53;6149269
14;2018;6515933;7980790;3189855;166;97827801
14;2018;282766;183351;71369;6;7059347
14;2019;499059;326396;124446;20;5601907
14;2013;7250463;7662744;2724609;527;131195301
14;2020;120898;147839;62013;13;2135465
14;2017;1040491;124874;76346;7;1704003
5;1997;8428640;3142842;982068;103;18162825
14;1997;4676994;1801634;769416;93;32611663
14;2001;676781;930987;502206;18;32427172
14;2002;681272;579189;236158;32;12178923
5;2011;7027575;1577532;556345;70;49643248
14;2017;1350823;779568;297693;9;26889598
14;2006;856868;950191;458752;57;26992293
7;2017;1513961;613639;243208;27;13400958
14;2007;1881461;1145549;426772;56;55574274
14;2008;349575;972896;432648;68;19785887
5;2009;1674322;529236;265187;12;114288693
14;2009;8347382;9838359;3227772;732;146485608
14;2010;328252;205012;61632;14;8453795
14;2010;486089;822823;497649;71;30577466
14;1;148446;196025;69385;5;7861839
14;2010;417411;790299;606672;9;35390434
14;2014;524446;323293;125630;24;4762237
14;2011;1099731;738194;365449;42;59925966
14;2012;5497516;1989538;764485;19;64813947
14;2013;193770;166550;80754;12;10988847
14;2013;828773;415118;141796;3;21888288
14;2013;3232911;812876;505247;13;33565441
14;2013;4478169;1069142;427315;69;86731568
14;2014;248821;649613;211240;6;8142527
14;2019;1370268;403109;157880;29;30201724
11;1986;106515;111623;37847;10;5365335
14;1996;76185;261562;120219;19;8742317
4;1991;18733;67738;20225;6;543825
11;1986;263704;99235;33296;8;2448387
5;2004;169488;380737;146580;15;5907643
11;1997;196586;400102;185579;32;9540690
11;2011;195951;171823;63403;13;6346048
11;1991;273109;225594;81139;18;7144734
11;1981;102209;147471;57219;16;2076150
11;2004;66194;61783;23837;6;226849
11;1990;115177;106581;41796;9;6280818
14;2011;162417;248835;91284;15;6758718
14;2007;377794;458663;186811;17;3025034
14;2011;60506;152735;56233;10;636763
11;1998;29426;93209;33556;9;4855756
4;2007;1143593;599247;215605;40;19346648
4;1991;338340;492790;174279;42;7472550
11;2003;84726;169129;58179;14;4222132
14;2008;425060;740216;317520;55;17247370
14;2004;81223;174886;75510;11;1542260
14;1999;485566;170734;48095;14;2073918
14;1989;201737;360916;112923;20;2190570
11;2004;56055;153766;53626;11;8960704
11;1999;288381;286790;95394;26;8004156
3;2002;364973;210855;106286;11;5949441
11;2006;114565;98659;33679;9;6424641
14;2010;478335;997541;387890;91;20052991
11;2012;212196;186135;65660;12;2200714
11;1999;75847;117491;45662;11;2274125
11;2006;269575;457565;177405;41;5007439
14;2009;32778;115803;44203;12;733492
11;1986;238441;257264;88045;13;6673817
11;2010;83719;191813;66730;17;7674606
14;2011;221372;151771;64884;14;1481984
11;2003;12926;69749;22679;6;119115
14;2010;156281;180566;79773;13;2645024
14;2003;514007;484733;191414;36;20188557
14;1990;58448;98093;40464;8;2355078
14;1987;115104;120312;46525;10;4144785
3;1987;63282;92473;34146;8;2616684
11;2009;94710;154522;69888;14;2484842
5;2002;440369;229973;83597;14;8332592
11;1985;184196;171590;69065;15;4553141
14;1984;138999;143517;53483;11;2563660
14;2010;87161;84233;29690;5;1286111
14;1990;805453;172218;72857;21;10335840
11;1980;407280;294422;89008;22;5838708
14;2003;125562;83095;21008;14;526041
14;1995;118394;259400;94857;27;7065151
11;2004;724527;912278;360897;99;9054855
11;1992;499882;532810;208600;40;16531845
11;2004;38366;112240;57816;9;12015594
11;2011;7000;0;0;1;222433
11;2004;114642;371246;137287;33;3786901
11;2005;2461604;844465;374574;99;74249464
11;2007;542414;392287;187461;37;2453627
14;1987;1924417;684348;246667;38;17429068
14;1992;315030;441526;158250;43;8022856
5;1992;4556561;2420603;863485;207;29122742
14;1993;343786;36094;18222;5;112345
14;1994;187605;671118;324369;62;4759200
14;1995;338324;70433;35345;11;94671
14;1996;1895424;915234;253284;56;10216857
14;1996;658348;663908;229291;53;5340054
14;1997;1576320;547717;193588;33;19166130
4;1997;372712;590833;264635;29;11760934
14;1999;4205418;1294935;425671;105;47669904
4;2008;22545;148598;42168;9;2386390
14;2001;5211767;12014465;3445176;247;95623669
14;2001;192580;160719;89787;15;695139
14;2002;1434439;684401;264223;41;20697020
4;2003;181390;151367;67542;16;3170182
14;2003;9756441;9051349;3661085;765;43059626
12;2003;469098;551074;174996;43;5671065
5;2004;356356;443736;116836;26;9566368
14;2013;451060;331498;138588;23;6109306
14;2004;4731145;1850043;688408;139;30869140
14;2009;1846873;599897;209458;83;22046969
14;1985;240862;387392;192829;29;1809893
14;1981;506271;781382;283076;29;4561501
3;1982;398886;227422;83899;7;3357945
5;1966;4172248;3429697;1680832;143;109868370
14;2005;517439;670217;306294;31;5309668
14;2005;13105398;5795464;1630092;367;40816603
14;2006;3968830;1218086;469831;130;32249532
14;2007;1745069;1283367;560189;57;27465302
14;2007;394622;171881;69053;17;2518116
14;2007;619400;99480;32736;22;13862139
14;2008;112704;100199;36820;5;2421656
4;2007;509785;845304;300714;49;6787267
4;2007;186916;204030;74361;19;1192434
5;2010;1235621;466754;166047;32;12929527
14;2008;6547;0;0;1;1399
14;2008;847242;59079;21785;28;6227968
4;2009;5074435;984821;288235;121;48551927
14;2010;69374;214661;76064;10;1428306
4;2009;231196;252065;109702;26;2026166
14;2011;637671;667061;278794;39;27407402
14;2009;16662;241131;72463;30;901840
14;2010;177496;79118;30507;10;2741131
14;2010;94500;86248;38512;8;4896000
14;2010;138248;428953;158767;46;1294390
14;2010;23132;70002;27042;8;376897
14;2009;1455991;1066852;367319;115;19889267
14;2010;613927;440044;142130;23;9005918
14;2011;768126;544983;163791;52;4977796
14;2011;59348;45449;16438;6;331196
14;2011;49779;97843;64864;7;1454747
14;2011;32248;43706;16839;8;89654
14;2012;841318;499792;174749;38;15761379
14;2012;161703;0;0;1;2189900
14;2012;1345974;109967;45790;43;18920751
14;2012;338062;1150370;313687;103;3571195
11;2004;261555;359743;121216;33;4053512
14;1997;1033747;720126;298355;68;15531471
5;1995;2091785;267141;74882;47;36072540
5;1995;1125126;844466;432688;69;8297241
5;1998;153992;77150;34340;7;1540389
5;1998;1617677;1082240;560744;40;70314405
14;2003;815060;1388632;563831;89;11447188
4;1985;113884;338128;199379;20;3615522
4;2005;141563;396634;145907;36;5311500
4;2005;97462;170284;65699;16;205999
14;2006;330100;159630;68985;14;935170
14;2006;215920;120000;68123;10;925584
14;2007;1031953;887089;311606;51;11928701
14;2007;1120291;583757;219085;50;33319413
5;2008;2651654;2392001;708566;98;45016718
14;2009;6517943;3313951;1427024;162;68161272
14;2009;948128;941523;421436;46;8081085
14;2009;346664;350839;180661;33;4074772
14;2011;187300;400577;152596;31;2406527
14;2011;323216;377776;141892;25;3898050
3;2012;817895;237370;104143;26;5517654
14;2012;272121;601313;264098;62;12437846
14;2012;995351;166233;63677;15;3200180
14;2013;253024;448184;222899;28;2037749
14;2013;215314;137329;55471;12;2494911
11;2006;152202;276579;97360;22;2014722
14;2012;282210;319919;124711;33;1453502
11;1988;102087;16492;5351;6;261511
4;1992;208979;156492;61748;9;779388
14;2005;96095;141215;58111;11;6060161
14;2000;792084;698484;231021;46;22818645
11;1999;134001;253970;95094;20;988447
11;1999;45667;41247;22891;3;356639
14;2002;409595;703337;321314;32;9849834
14;1997;862175;479211;232785;39;3881630
14;2004;687120;198743;71919;30;3962803
4;1985;164201;240240;96525;22;3430172
14;2005;192052;182975;69662;18;72805
4;2006;628785;344397;129160;26;12286227
14;2006;249016;701045;294275;57;47691413
14;2009;434528;420214;181284;27;5426459
4;2010;395785;329734;153539;32;6398831
14;2011;346063;304674;105352;20;7097698
14;2011;937347;466080;160704;33;7081492
14;2011;229403;144477;47830;13;1491344
14;2011;811839;149191;64630;14;7980191
14;2013;133026;205825;85943;8;1704702
14;2012;666698;508990;187772;35;15332095
11;1991;32543;72334;28104;9;242970
11;1985;24972;146406;54489;13;891463
11;2010;29375;267053;105169;24;2700873
11;1991;570164;263232;104385;35;14082000
11;1996;211338;292807;113804;28;7711247
4;2004;560792;205805;134467;18;18996940
5;1996;795184;588326;261918;26;7306514
14;2004;2533930;927257;311648;97;14955367
2;1986;62792;345445;148727;17;1723042
2;1994;417639;203994;115608;18;3424256
13;2006;238673;205181;127477;20;6390288
14;2008;805466;641151;268331;55;8321648
4;2011;1217265;730461;298037;43;14202473
14;2011;849958;464059;169031;55;12477527
11;1988;611707;955358;356606;80;23583015
11;1990;149282;112146;42202;9;2339603
14;1997;77244;166433;57476;11;1190760
14;1998;194984;246089;125036;21;2030679
14;2003;751316;766617;314373;59;39872848
14;1982;262698;490839;207747;37;4018778
14;1983;690352;885989;287579;44;13002538
14;2006;607968;130566;61174;19;5845000
4;2007;485460;146997;57162;14;10834776
14;2010;318718;163520;71743;12;5861003
11;1972;343270;702913;347205;19;2802094
11;2000;836884;1337657;492580;115;16612634
11;1997;104150;160086;64014;8;999475
11;1980;109372;82021;35778;6;812483
11;1976;37078;6946;2739;4;2108726
11;1979;202816;263443;110274;19;1080076
11;1998;268045;256186;94952;22;2699304
11;1997;118594;231739;79636;23;8747568
11;1987;179609;89384;34682;7;492434
11;1995;1015345;916407;402959;67;26093863
11;1996;100555;174139;74091;27;7894452
14;2004;243324;580398;288725;28;6411111
14;2000;1032347;241052;110398;26;7580540
11;2006;1360;23783;9853;3;139845
14;1999;185159;184815;75927;13;2203697
14;1992;594531;138899;47913;21;16277905
11;2008;118296;382552;188214;20;12287886
14;1995;351410;275015;115548;20;5536433
11;1993;518645;262818;38036;15;16552131
14;2005;471853;1331085;589844;119;21394722
11;1998;98349;123779;47419;12;2062567
11;1996;908991;470476;191863;40;2720201
3;1994;139216;171948;64225;16;2317360
14;2007;556819;439478;168001;35;11454582
11;2002;1447839;1313187;739694;93;22872690
11;2006;366254;174243;60608;93;4673167
11;2009;260651;67464;34247;6;1518318
11;2006;4908;95593;42547;9;1479033
11;1992;437988;63202;28229;6;1373379
11;1996;870315;852663;296180;60;30953541
4;1988;710286;317736;110446;30;5773982
14;1990;169510;78840;26883;6;740212
5;1990;4417192;3744646;1520858;177;53470965
4;1992;1249730;1052580;453382;43;22447609
14;1991;16093695;1999905;916248;107;113678741
14;1992;264199;227982;118536;8;2959737
14;1993;234332;39220;15038;23;1234319
14;1993;2601175;1400412;586008;95;31172838
14;1993;400708;605257;266454;27;7246892
14;1993;472596;554466;231028;20;6067367
5;1993;1805174;2278467;1084580;106;39947109
14;1993;2707163;1872090;677725;151;5327211
14;1994;1577186;998313;496922;38;12435471
14;1993;5062825;3404267;1331990;131;123872588
14;1992;673478;843914;383306;42;3904097
14;1994;2631694;434480;188799;29;15992199
14;1996;168836;54519;21999;4;156808
5;2002;1347759;535653;216361;41;6514856
7;1995;5455618;2003012;1511140;32;17762910
14;1995;1842002;1469367;640320;56;22531393
14;1995;350639;532845;226928;22;3755124
14;1995;192611;670501;306975;33;6618909
14;1995;776963;216474;49799;12;3373144
