IDOJ1_TipoOrgJurídica,IDAIO_AñoInicio,CONSUI_ConsumoIntermedio,SUELDOS_salariosAño,PRESTAC,TOTPERSO_PersonalTotal,VENTA
5,1999,medio,alto,alto,alto,medias
4,2005,alto,alto,alto,alto,muy altas
14,2001,bajo,bajo,bajo,bajo,bajas
4,1990,medio,alto,alto,bajo,bajas
14,2001,medio,bajo,medio,medio,medias
14,2001,bajo,medio,medio,medio,bajas
14,2003,medio,medio,alto,medio,altas
4,2000,medio,medio,medio,medio,medias
14,1989,alto,medio,alto,alto,medias
4,2005,alto,alto,alto,medio,altas
14,2006,alto,medio,alto,alto,altas
2,1995,alto,medio,bajo,medio,altas
14,1997,medio,medio,medio,bajo,medias
9,2005,bajo,alto,medio,alto,altas
14,2012,medio,bajo,medio,medio,altas
14,2009,medio,medio,medio,alto,altas
14,2011,bajo,bajo,bajo,bajo,medias
5,2003,muy alto,muy alto,muy alto,muy alto,muy altas
14,1986,medio,medio,bajo,medio,bajas
11,1995,bajo,medio,medio,alto,medias
11,1995,bajo,bajo,bajo,bajo,bajas
11,1988,bajo,bajo,bajo,bajo,bajas
11,1996,medio,bajo,bajo,medio,bajas
14,1976,alto,alto,alto,medio,altas
5,2009,medio,medio,medio,medio,medias
14,1983,bajo,alto,alto,alto,bajas
14,2009,muy alto,muy alto,muy alto,muy alto,muy altas
14,1998,bajo,alto,muy alto,bajo,medias
11,2004,bajo,medio,bajo,medio,medias
11,1988,medio,medio,bajo,medio,medias
14,2009,bajo,medio,medio,medio,bajas
14,1997,medio,medio,medio,alto,medias
11,1997,medio,medio,medio,alto,medias
14,1989,medio,medio,medio,medio,medias
2,2004,bajo,medio,medio,medio,medias
14,2011,medio,alto,alto,alto,medias
5,2000,bajo,bajo,bajo,bajo,bajas
14,2009,alto,bajo,bajo,bajo,medias
14,1988,medio,medio,medio,medio,medias
11,2010,bajo,bajo,bajo,medio,bajas
14,2011,bajo,medio,medio,bajo,medias
11,2001,bajo,medio,medio,medio,medias
11,1998,bajo,bajo,bajo,bajo,bajas
14,2006,bajo,bajo,bajo,medio,bajas
5,2000,medio,medio,medio,alto,medias
2,2008,bajo,medio,medio,medio,bajas
11,2002,bajo,bajo,bajo,bajo,medias
11,2005,bajo,bajo,bajo,bajo,bajas
11,2007,bajo,bajo,bajo,medio,medias
11,1998,bajo,medio,medio,medio,medias
14,2007,bajo,medio,medio,medio,bajas
11,2007,medio,medio,medio,alto,medias
5,2001,medio,bajo,medio,bajo,bajas
14,1993,alto,bajo,medio,bajo,medias
14,2008,medio,medio,alto,medio,medias
14,2002,alto,muy alto,muy alto,muy alto,altas
11,1996,bajo,bajo,bajo,bajo,medias
11,2010,bajo,medio,medio,medio,altas
11,2005,bajo,bajo,bajo,bajo,bajas
14,2010,medio,medio,medio,bajo,bajas
14,2011,medio,bajo,bajo,bajo,medias
14,1993,medio,medio,medio,medio,altas
14,1983,bajo,medio,medio,bajo,bajas
14,2010,medio,bajo,medio,medio,medias
11,2001,bajo,bajo,bajo,bajo,bajas
11,1994,bajo,medio,medio,medio,bajas
14,2001,alto,alto,alto,alto,altas
14,1993,medio,bajo,bajo,bajo,bajas
4,1997,medio,medio,alto,bajo,medias
13,1967,medio,medio,medio,medio,medias
11,2001,bajo,bajo,bajo,bajo,bajas
11,1977,bajo,bajo,bajo,bajo,bajas
14,2007,medio,alto,alto,alto,bajas
14,1991,bajo,medio,medio,medio,medias
14,1997,bajo,bajo,bajo,medio,bajas
14,1998,muy alto,muy alto,muy alto,alto,muy altas
14,2011,medio,alto,alto,alto,altas
11,1996,bajo,bajo,bajo,bajo,bajas
14,2008,alto,muy alto,muy alto,muy alto,altas
14,1993,bajo,medio,medio,medio,bajas
11,2007,bajo,bajo,bajo,bajo,bajas
11,1998,bajo,bajo,bajo,bajo,bajas
5,2006,bajo,bajo,bajo,bajo,medias
11,2006,bajo,bajo,bajo,bajo,bajas
11,1989,medio,bajo,bajo,bajo,altas
11,1998,medio,medio,medio,medio,altas
14,2012,medio,medio,alto,medio,altas
99,2012,alto,medio,medio,medio,medias
14,2011,bajo,bajo,bajo,bajo,bajas
14,2011,muy alto,muy alto,muy alto,alto,altas
11,2006,medio,medio,medio,medio,bajas
14,2012,medio,medio,medio,medio,altas
14,2011,bajo,bajo,bajo,bajo,bajas
11,2000,bajo,medio,medio,medio,bajas
14,2001,medio,medio,medio,medio,medias
14,1981,medio,alto,alto,medio,medias
14,2012,medio,medio,medio,alto,medias
11,2003,bajo,bajo,bajo,bajo,bajas
14,1994,alto,medio,medio,alto,bajas
14,2013,bajo,bajo,bajo,bajo,bajas
14,1991,bajo,bajo,bajo,bajo,bajas
11,2004,bajo,bajo,medio,medio,bajas
14,1987,medio,bajo,medio,medio,medias
11,1987,bajo,bajo,bajo,bajo,bajas
14,2010,bajo,bajo,medio,bajo,bajas
11,2007,alto,medio,medio,medio,bajas
14,2005,alto,alto,alto,medio,altas
14,2011,muy alto,muy alto,muy alto,muy alto,muy altas
11,2000,bajo,medio,medio,alto,bajas
11,2003,medio,medio,medio,medio,altas
14,2013,bajo,bajo,bajo,bajo,bajas
11,1991,bajo,medio,medio,alto,medias
14,2002,alto,alto,alto,medio,altas
14,2011,medio,alto,alto,alto,medias
11,1988,bajo,bajo,bajo,bajo,bajas
14,2009,medio,alto,medio,medio,medias
14,2001,alto,alto,alto,muy alto,medias
14,2004,medio,bajo,bajo,bajo,bajas
11,2010,alto,alto,alto,muy alto,muy altas
4,2002,bajo,medio,bajo,medio,medias
14,1991,medio,bajo,bajo,bajo,altas
11,2003,medio,alto,alto,alto,medias
14,2010,bajo,medio,medio,medio,bajas
11,2000,bajo,bajo,bajo,bajo,medias
11,2003,medio,medio,medio,medio,medias
14,1996,bajo,medio,bajo,medio,bajas
14,2001,bajo,bajo,bajo,bajo,bajas
14,2010,medio,alto,alto,alto,altas
11,2008,bajo,medio,medio,alto,altas
14,1972,alto,alto,alto,medio,medias
14,2012,medio,bajo,bajo,bajo,medias
11,2006,bajo,medio,medio,medio,bajas
14,1991,bajo,bajo,bajo,bajo,bajas
14,2000,bajo,medio,medio,alto,bajas
14,1990,bajo,bajo,bajo,bajo,bajas
14,2006,medio,bajo,bajo,bajo,bajas
4,1992,bajo,bajo,bajo,bajo,bajas
14,2003,medio,medio,medio,medio,medias
11,1998,medio,bajo,medio,bajo,bajas
11,1995,alto,bajo,bajo,medio,medias
11,1998,bajo,bajo,medio,medio,medias
11,1998,bajo,bajo,bajo,bajo,bajas
14,2010,bajo,medio,medio,medio,bajas
14,2013,alto,alto,alto,medio,altas
14,2006,bajo,bajo,bajo,bajo,bajas
11,2008,medio,alto,alto,alto,medias
14,2011,bajo,bajo,bajo,bajo,bajas
11,2011,bajo,medio,medio,medio,medias
14,1990,alto,medio,medio,medio,medias
4,2008,bajo,medio,medio,medio,medias
14,2002,alto,alto,alto,alto,altas
14,1982,medio,medio,medio,alto,medias
14,1993,medio,alto,alto,medio,medias
11,1999,medio,alto,alto,alto,medias
11,1985,bajo,bajo,bajo,bajo,bajas
4,1962,bajo,bajo,bajo,bajo,bajas
14,2013,medio,alto,alto,alto,medias
11,1995,bajo,medio,bajo,medio,medias
11,1999,bajo,bajo,bajo,medio,bajas
11,1996,bajo,bajo,bajo,bajo,medias
4,1984,bajo,bajo,bajo,bajo,bajas
14,2011,medio,medio,medio,bajo,medias
14,2009,muy alto,alto,alto,alto,muy altas
11,2001,bajo,bajo,bajo,bajo,bajas
11,1995,medio,bajo,bajo,medio,medias
14,2007,alto,bajo,bajo,bajo,medias
11,1978,bajo,medio,medio,medio,bajas
11,1980,alto,medio,medio,medio,muy altas
14,2013,alto,medio,medio,medio,medias
14,2013,medio,alto,alto,alto,muy altas
11,1987,bajo,bajo,bajo,bajo,medias
14,2006,medio,bajo,bajo,medio,medias
14,2010,muy alto,muy alto,muy alto,alto,muy altas
14,2005,alto,alto,alto,muy alto,medias
14,1999,bajo,alto,alto,alto,bajas
11,2003,bajo,bajo,bajo,bajo,bajas
14,1998,medio,alto,alto,alto,altas
11,1995,bajo,bajo,bajo,bajo,bajas
11,2000,bajo,bajo,bajo,bajo,bajas
11,2005,bajo,bajo,bajo,medio,bajas
14,2006,medio,alto,alto,medio,altas
11,1998,medio,bajo,bajo,medio,bajas
11,2007,alto,bajo,bajo,bajo,medias
11,1975,bajo,bajo,bajo,bajo,bajas
14,2011,bajo,medio,medio,medio,medias
14,1996,alto,medio,medio,medio,medias
11,2008,bajo,medio,medio,medio,altas
14,1997,muy alto,alto,alto,alto,muy altas
14,1992,bajo,medio,bajo,bajo,bajas
14,1997,medio,medio,medio,alto,altas
11,2010,bajo,bajo,bajo,bajo,medias
14,2011,medio,medio,medio,alto,bajas
14,2011,medio,medio,medio,alto,medias
14,2005,medio,alto,alto,medio,altas
14,2010,bajo,medio,medio,medio,bajas
11,2004,bajo,bajo,bajo,bajo,bajas
14,2012,alto,medio,alto,alto,bajas
11,1999,bajo,bajo,bajo,medio,bajas
14,2009,muy alto,bajo,bajo,medio,medias
11,1999,bajo,medio,medio,medio,altas
11,1993,bajo,bajo,bajo,medio,medias
14,2009,medio,bajo,bajo,bajo,bajas
14,2000,bajo,bajo,bajo,bajo,bajas
11,2002,bajo,bajo,bajo,medio,medias
14,2011,bajo,medio,medio,medio,medias
11,2003,bajo,bajo,bajo,bajo,bajas
14,2006,alto,medio,alto,alto,altas
14,2010,alto,medio,medio,medio,medias
14,1995,bajo,bajo,bajo,medio,bajas
14,2008,bajo,bajo,bajo,bajo,bajas
14,1985,bajo,bajo,bajo,medio,bajas
14,2004,bajo,bajo,bajo,bajo,bajas
11,2014,bajo,medio,medio,medio,medias
14,1993,bajo,bajo,bajo,bajo,bajas
11,2010,bajo,bajo,bajo,bajo,bajas
14,2011,medio,bajo,bajo,bajo,medias
4,2009,bajo,bajo,bajo,bajo,bajas
14,2008,bajo,bajo,bajo,bajo,bajas
14,2009,medio,bajo,bajo,bajo,bajas
14,2012,medio,bajo,bajo,bajo,altas
14,2011,medio,medio,medio,alto,medias
4,2000,medio,alto,alto,alto,bajas
14,2011,alto,alto,medio,alto,medias
4,2004,bajo,bajo,bajo,medio,bajas
11,2007,bajo,medio,medio,medio,altas
14,2004,medio,medio,medio,alto,medias
4,2006,medio,medio,medio,medio,bajas
2,1988,bajo,medio,bajo,bajo,bajas
14,1989,medio,medio,medio,medio,bajas
11,2003,bajo,bajo,bajo,bajo,bajas
14,2007,bajo,medio,medio,bajo,bajas
14,2004,medio,medio,medio,alto,medias
14,1976,medio,medio,medio,medio,medias
14,2012,alto,muy alto,muy alto,muy alto,altas
11,1996,bajo,bajo,bajo,bajo,bajas
14,2009,muy alto,alto,muy alto,muy alto,altas
14,2011,medio,medio,medio,alto,medias
14,1998,medio,alto,alto,medio,medias
14,2008,bajo,bajo,bajo,bajo,bajas
14,2001,muy alto,muy alto,muy alto,alto,altas
11,2004,bajo,bajo,bajo,bajo,bajas
4,1984,medio,bajo,bajo,bajo,bajas
14,1982,bajo,bajo,bajo,medio,bajas
11,2009,bajo,bajo,bajo,bajo,medias
11,1991,alto,alto,alto,alto,altas
14,2004,medio,alto,medio,alto,medias
9,2003,bajo,bajo,bajo,bajo,bajas
11,1999,bajo,bajo,bajo,medio,bajas
11,2003,bajo,medio,bajo,medio,medias
14,2008,medio,alto,alto,medio,altas
4,1999,bajo,medio,medio,medio,bajas
14,2011,bajo,medio,medio,medio,bajas
14,2005,medio,medio,medio,alto,bajas
11,1996,medio,bajo,bajo,bajo,altas
14,2005,medio,medio,medio,medio,bajas
11,2011,bajo,bajo,bajo,bajo,bajas
14,2003,bajo,bajo,bajo,bajo,bajas
14,1987,medio,bajo,bajo,bajo,bajas
11,2005,bajo,bajo,bajo,bajo,medias
11,2004,bajo,bajo,bajo,bajo,bajas
14,1996,bajo,bajo,bajo,bajo,bajas
4,1997,alto,medio,medio,alto,altas
5,1982,medio,muy alto,muy alto,muy alto,muy altas
14,2002,medio,medio,medio,alto,medias
11,1999,alto,alto,alto,muy alto,medias
14,2013,alto,medio,alto,medio,medias
11,1997,bajo,bajo,bajo,bajo,bajas
11,2005,bajo,medio,medio,medio,medias
11,2003,alto,alto,alto,alto,muy altas
14,1995,muy alto,bajo,bajo,alto,medias
14,2015,alto,alto,alto,alto,altas
4,2005,medio,medio,bajo,medio,medias
14,2014,bajo,medio,bajo,bajo,medias
14,2015,medio,bajo,bajo,bajo,bajas
14,2014,bajo,bajo,bajo,bajo,medias
14,2013,bajo,medio,bajo,medio,bajas
14,2014,bajo,bajo,bajo,bajo,bajas
14,2013,bajo,bajo,bajo,bajo,bajas
14,2014,bajo,bajo,bajo,bajo,bajas
14,2014,muy alto,muy alto,muy alto,muy alto,muy altas
14,2014,bajo,bajo,bajo,bajo,bajas
14,2014,medio,bajo,bajo,bajo,bajas
14,2015,bajo,medio,medio,medio,bajas
14,2014,alto,alto,alto,alto,medias
14,2014,alto,medio,medio,medio,altas
14,2015,bajo,bajo,bajo,medio,bajas
14,2014,bajo,bajo,bajo,bajo,bajas
14,2015,bajo,bajo,bajo,bajo,bajas
14,2010,medio,bajo,bajo,bajo,altas
14,2010,bajo,bajo,bajo,bajo,bajas
11,2004,bajo,bajo,bajo,medio,medias
14,2016,muy alto,muy alto,muy alto,muy alto,muy altas
14,2017,medio,bajo,bajo,bajo,medias
11,1996,bajo,bajo,bajo,medio,altas
11,2016,alto,bajo,bajo,bajo,bajas
11,1997,medio,bajo,bajo,bajo,altas
11,2017,medio,bajo,medio,bajo,medias
11,2000,alto,bajo,medio,medio,altas
11,1985,bajo,medio,medio,bajo,medias
11,1988,medio,alto,medio,alto,muy altas
11,1984,medio,bajo,bajo,bajo,medias
11,2002,alto,medio,medio,medio,altas
11,2001,alto,medio,medio,medio,muy altas
11,2004,muy alto,medio,medio,medio,muy altas
3,1987,alto,medio,medio,bajo,altas
4,2003,medio,bajo,bajo,bajo,altas
4,2004,alto,bajo,bajo,bajo,altas
14,2015,bajo,bajo,bajo,bajo,bajas
14,2006,alto,bajo,bajo,bajo,medias
14,2006,alto,medio,alto,medio,altas
14,2008,alto,alto,alto,alto,muy altas
14,2010,medio,bajo,bajo,bajo,altas
14,2013,alto,bajo,bajo,medio,altas
14,2013,alto,medio,medio,medio,muy altas
14,2014,medio,alto,alto,alto,altas
14,2017,bajo,bajo,bajo,bajo,bajas
14,2016,muy alto,muy alto,muy alto,muy alto,altas
11,1998,muy alto,muy alto,muy alto,muy alto,muy altas
14,2015,muy alto,muy alto,muy alto,muy alto,muy altas
14,2016,alto,alto,muy alto,alto,altas
14,2011,muy alto,alto,alto,alto,altas
14,2017,bajo,medio,medio,medio,bajas
14,2015,medio,bajo,bajo,medio,bajas
14,2015,medio,bajo,medio,bajo,medias
14,2016,medio,medio,medio,alto,bajas
14,2017,bajo,medio,alto,alto,bajas
14,2017,medio,bajo,bajo,bajo,medias
14,2017,bajo,medio,medio,medio,bajas
14,2017,medio,bajo,bajo,bajo,bajas
14,2017,bajo,bajo,bajo,bajo,bajas
14,2017,bajo,medio,medio,medio,medias
11,2014,muy alto,muy alto,muy alto,muy alto,muy altas
14,2017,medio,bajo,bajo,bajo,bajas
14,2018,muy alto,muy alto,muy alto,muy alto,muy altas
14,2009,alto,alto,alto,alto,medias
14,2013,muy alto,alto,alto,muy alto,altas
11,2019,bajo,bajo,bajo,bajo,bajas
14,2016,bajo,bajo,bajo,bajo,bajas
14,2016,muy alto,bajo,bajo,muy alto,altas
14,2019,medio,bajo,bajo,bajo,bajas
14,2019,bajo,medio,medio,medio,muy altas
14,2018,medio,medio,medio,bajo,altas
14,2018,bajo,medio,alto,bajo,bajas
14,2018,alto,medio,medio,alto,altas
14,2019,alto,alto,medio,medio,medias
14,2019,alto,bajo,bajo,bajo,medias
14,2019,alto,bajo,bajo,medio,altas
14,2019,bajo,bajo,bajo,bajo,bajas
14,2014,medio,bajo,bajo,bajo,bajas
14,2020,bajo,alto,medio,alto,medias
14,2020,bajo,bajo,bajo,bajo,bajas
14,2019,alto,medio,medio,bajo,bajas
14,2019,bajo,bajo,medio,bajo,bajas
11,2019,bajo,bajo,bajo,bajo,bajas
5,1999,muy alto,bajo,bajo,bajo,muy altas
4,1999,muy alto,muy alto,muy alto,alto,muy altas
14,2013,bajo,bajo,bajo,bajo,altas
14,2014,muy alto,alto,alto,alto,muy altas
14,2019,bajo,bajo,bajo,bajo,medias
14,2019,medio,medio,alto,bajo,bajas
14,2019,muy alto,bajo,bajo,medio,altas
14,2019,bajo,medio,medio,medio,bajas
14,2019,bajo,medio,medio,medio,bajas
14,2019,medio,medio,alto,alto,muy altas
14,2019,medio,medio,medio,alto,muy altas
14,2020,bajo,bajo,bajo,bajo,medias
14,1982,muy alto,muy alto,muy alto,muy alto,muy altas
5,1972,alto,alto,muy alto,medio,muy altas
5,1988,muy alto,muy alto,muy alto,muy alto,muy altas
5,1990,muy alto,muy alto,muy alto,muy alto,muy altas
5,1979,muy alto,muy alto,muy alto,muy alto,muy altas
5,1999,muy alto,muy alto,muy alto,muy alto,muy altas
14,1967,muy alto,muy alto,muy alto,muy alto,muy altas
14,1977,muy alto,muy alto,muy alto,muy alto,muy altas
5,1949,muy alto,muy alto,muy alto,muy alto,muy altas
5,1982,alto,muy alto,muy alto,muy alto,muy altas
5,1995,muy alto,muy alto,muy alto,muy alto,muy altas
14,1987,muy alto,muy alto,muy alto,muy alto,muy altas
5,1995,muy alto,bajo,bajo,muy alto,muy altas
5,1998,muy alto,muy alto,muy alto,muy alto,muy altas
14,1959,alto,muy alto,muy alto,muy alto,altas
5,1972,muy alto,muy alto,muy alto,muy alto,muy altas
14,1976,muy alto,muy alto,muy alto,muy alto,muy altas
14,1983,muy alto,muy alto,muy alto,muy alto,muy altas
5,1967,muy alto,muy alto,muy alto,muy alto,muy altas
5,1982,alto,muy alto,muy alto,muy alto,altas
4,1990,medio,medio,alto,medio,medias
4,1997,muy alto,muy alto,muy alto,muy alto,muy altas
4,1981,alto,bajo,bajo,alto,muy altas
5,1980,muy alto,muy alto,muy alto,muy alto,muy altas
4,1989,alto,alto,muy alto,alto,altas
14,1983,alto,alto,alto,medio,medias
11,1964,muy alto,muy alto,muy alto,muy alto,muy altas
14,1982,alto,alto,alto,medio,medias
5,1985,medio,alto,alto,medio,medias
14,1982,bajo,medio,medio,medio,bajas
14,1986,alto,muy alto,muy alto,alto,muy altas
14,1978,medio,alto,medio,alto,medias
14,1989,medio,alto,alto,medio,altas
14,1985,alto,muy alto,alto,muy alto,altas
4,1983,medio,alto,muy alto,alto,medias
14,1980,muy alto,muy alto,muy alto,muy alto,altas
14,1984,alto,muy alto,muy alto,alto,muy altas
14,1975,medio,medio,medio,medio,altas
11,1988,medio,bajo,medio,medio,bajas
11,1974,bajo,bajo,medio,bajo,medias
11,1972,alto,medio,medio,alto,altas
14,1990,alto,alto,alto,alto,altas
11,1972,alto,alto,alto,alto,altas
4,1991,bajo,medio,medio,bajo,medias
11,1983,medio,medio,medio,bajo,medias
11,1997,muy alto,alto,muy alto,muy alto,muy altas
14,2001,muy alto,bajo,bajo,alto,muy altas
4,1993,medio,bajo,bajo,bajo,bajas
14,1978,alto,alto,alto,alto,altas
2,1997,muy alto,alto,muy alto,alto,muy altas
5,1974,alto,medio,medio,medio,altas
4,1972,medio,bajo,bajo,bajo,bajas
2,1989,medio,medio,medio,bajo,altas
14,1948,medio,alto,alto,medio,medias
14,1988,medio,alto,alto,medio,altas
5,1990,medio,medio,medio,medio,altas
14,2012,bajo,medio,bajo,bajo,medias
11,1986,alto,alto,medio,alto,altas
14,1999,muy alto,muy alto,muy alto,alto,muy altas
4,1992,bajo,medio,medio,bajo,medias
2,1997,bajo,medio,medio,bajo,medias
14,1961,muy alto,muy alto,muy alto,muy alto,muy altas
14,1978,muy alto,muy alto,muy alto,muy alto,muy altas
3,1987,medio,bajo,bajo,medio,altas
14,1982,muy alto,muy alto,muy alto,muy alto,altas
5,1982,muy alto,muy alto,muy alto,muy alto,muy altas
14,1999,muy alto,muy alto,muy alto,medio,muy altas
14,1976,bajo,bajo,bajo,bajo,bajas
14,1989,bajo,alto,alto,alto,medias
5,1991,muy alto,muy alto,muy alto,muy alto,muy altas
14,1982,muy alto,muy alto,muy alto,muy alto,muy altas
5,1991,muy alto,muy alto,muy alto,muy alto,muy altas
11,1974,bajo,bajo,bajo,bajo,altas
5,1993,muy alto,muy alto,muy alto,muy alto,muy altas
11,1982,bajo,bajo,bajo,bajo,bajas
14,1979,alto,alto,alto,medio,muy altas
14,1999,medio,alto,alto,alto,medias
14,1977,muy alto,muy alto,muy alto,muy alto,muy altas
14,2001,muy alto,alto,alto,muy alto,muy altas
5,1995,muy alto,muy alto,muy alto,muy alto,muy altas
14,1987,alto,alto,alto,alto,medias
14,1971,muy alto,muy alto,muy alto,muy alto,muy altas
14,1984,medio,medio,medio,medio,medias
14,1992,muy alto,muy alto,muy alto,muy alto,muy altas
11,1972,medio,alto,alto,alto,bajas
12,1969,muy alto,muy alto,muy alto,muy alto,muy altas
14,1988,alto,muy alto,muy alto,alto,altas
14,1983,bajo,medio,medio,medio,bajas
14,1988,bajo,alto,alto,medio,muy altas
5,1956,alto,medio,medio,medio,bajas
14,1978,muy alto,muy alto,muy alto,muy alto,muy altas
14,1992,medio,medio,alto,medio,medias
5,1998,muy alto,muy alto,muy alto,muy alto,muy altas
14,1984,muy alto,alto,alto,alto,muy altas
14,1988,medio,medio,medio,bajo,medias
4,1993,alto,medio,medio,bajo,medias
5,1979,alto,alto,muy alto,alto,altas
5,1975,alto,alto,alto,alto,medias
5,1995,muy alto,muy alto,muy alto,muy alto,muy altas
5,1951,muy alto,muy alto,muy alto,muy alto,muy altas
14,1986,muy alto,medio,medio,medio,altas
14,1976,bajo,bajo,bajo,bajo,bajas
5,1957,muy alto,muy alto,muy alto,muy alto,muy altas
14,1976,muy alto,muy alto,muy alto,muy alto,muy altas
14,1973,muy alto,muy alto,muy alto,muy alto,muy altas
5,1984,muy alto,muy alto,muy alto,muy alto,muy altas
14,1965,muy alto,muy alto,muy alto,muy alto,muy altas
5,1971,muy alto,muy alto,muy alto,muy alto,muy altas
5,1978,muy alto,muy alto,muy alto,muy alto,muy altas
11,1977,medio,medio,medio,alto,medias
5,1985,muy alto,muy alto,muy alto,muy alto,muy altas
14,1985,alto,medio,medio,medio,medias
14,1984,muy alto,muy alto,muy alto,muy alto,muy altas
14,1974,alto,muy alto,alto,alto,medias
14,1978,muy alto,muy alto,muy alto,muy alto,muy altas
14,1977,muy alto,muy alto,muy alto,muy alto,muy altas
4,1999,muy alto,alto,alto,alto,medias
5,1976,alto,alto,alto,muy alto,medias
5,1963,muy alto,muy alto,muy alto,muy alto,muy altas
5,1950,muy alto,muy alto,muy alto,alto,medias
14,1974,muy alto,muy alto,muy alto,alto,muy altas
14,1977,muy alto,muy alto,muy alto,muy alto,muy altas
5,1972,muy alto,muy alto,muy alto,muy alto,medias
4,1988,alto,medio,medio,bajo,medias
14,1983,alto,medio,medio,bajo,bajas
5,1989,muy alto,muy alto,muy alto,muy alto,muy altas
5,1979,muy alto,muy alto,muy alto,muy alto,altas
5,1962,muy alto,muy alto,muy alto,muy alto,muy altas
4,1978,muy alto,muy alto,muy alto,muy alto,muy altas
14,1985,medio,alto,alto,medio,bajas
5,1986,alto,alto,alto,alto,medias
5,1990,alto,medio,medio,alto,altas
5,1988,muy alto,muy alto,muy alto,muy alto,muy altas
14,1984,bajo,bajo,bajo,bajo,bajas
14,1981,muy alto,muy alto,muy alto,muy alto,muy altas
14,1993,muy alto,muy alto,muy alto,muy alto,muy altas
5,1991,medio,medio,medio,medio,medias
14,1978,medio,muy alto,muy alto,alto,altas
14,1991,bajo,medio,medio,bajo,bajas
14,1985,alto,muy alto,muy alto,muy alto,muy altas
4,1976,muy alto,muy alto,muy alto,muy alto,muy altas
4,1993,muy alto,muy alto,muy alto,muy alto,muy altas
14,1974,medio,alto,alto,alto,bajas
14,1938,muy alto,alto,alto,bajo,altas
5,1962,alto,alto,alto,medio,altas
5,1979,alto,muy alto,muy alto,muy alto,altas
5,1983,alto,alto,alto,medio,medias
14,1971,muy alto,muy alto,muy alto,muy alto,muy altas
5,1963,medio,medio,medio,bajo,bajas
14,1980,bajo,bajo,bajo,bajo,bajas
5,1983,alto,muy alto,alto,muy alto,medias
5,1985,muy alto,alto,alto,medio,altas
5,1958,muy alto,muy alto,muy alto,alto,muy altas
14,1979,alto,alto,medio,alto,altas
5,1993,alto,medio,medio,bajo,bajas
14,1970,muy alto,muy alto,muy alto,muy alto,muy altas
14,1991,medio,bajo,bajo,bajo,medias
14,1970,alto,medio,medio,medio,medias
13,1957,muy alto,muy alto,muy alto,muy alto,muy altas
13,1957,muy alto,muy alto,muy alto,muy alto,muy altas
14,1966,bajo,bajo,bajo,bajo,bajas
14,1992,alto,bajo,bajo,bajo,medias
14,1990,muy alto,muy alto,muy alto,alto,muy altas
14,1980,medio,alto,alto,alto,altas
4,1989,bajo,medio,medio,bajo,medias
4,1968,bajo,medio,bajo,bajo,bajas
2,1995,muy alto,muy alto,muy alto,muy alto,altas
11,1987,alto,medio,medio,medio,medias
4,1982,medio,alto,alto,alto,medias
11,1980,bajo,alto,alto,alto,medias
11,1972,medio,alto,medio,medio,medias
14,1961,alto,medio,medio,bajo,medias
5,1945,alto,muy alto,muy alto,muy alto,altas
4,1970,bajo,bajo,bajo,bajo,bajas
14,1996,alto,alto,alto,alto,medias
11,1981,muy alto,muy alto,muy alto,muy alto,altas
11,1974,medio,medio,medio,alto,bajas
14,1992,medio,alto,muy alto,alto,bajas
11,1994,alto,alto,alto,bajo,altas
11,1986,bajo,medio,medio,medio,bajas
14,1971,muy alto,muy alto,muy alto,muy alto,altas
14,1986,medio,medio,medio,alto,bajas
5,1976,alto,alto,alto,muy alto,medias
2,1974,muy alto,muy alto,muy alto,muy alto,muy altas
14,1963,medio,alto,alto,medio,altas
14,1980,bajo,medio,medio,alto,bajas
4,1979,bajo,bajo,bajo,bajo,bajas
3,2000,alto,medio,medio,alto,bajas
11,1989,bajo,bajo,bajo,bajo,bajas
14,1989,medio,medio,medio,medio,bajas
14,1996,muy alto,muy alto,muy alto,muy alto,muy altas
11,1986,medio,medio,alto,alto,bajas
14,1978,muy alto,alto,alto,alto,altas
14,1972,medio,alto,medio,alto,bajas
11,1973,bajo,medio,alto,medio,bajas
14,1991,alto,bajo,medio,medio,altas
5,1995,muy alto,muy alto,muy alto,muy alto,muy altas
14,1991,medio,bajo,bajo,bajo,bajas
4,1993,bajo,medio,medio,bajo,bajas
5,1951,bajo,medio,medio,medio,bajas
14,1954,bajo,medio,alto,bajo,bajas
14,1972,medio,bajo,bajo,bajo,bajas
14,1970,muy alto,muy alto,muy alto,muy alto,altas
14,1989,alto,muy alto,muy alto,alto,altas
4,1999,bajo,bajo,bajo,bajo,bajas
14,1976,alto,muy alto,muy alto,muy alto,altas
4,1992,medio,muy alto,muy alto,alto,altas
4,1986,muy alto,muy alto,muy alto,muy alto,muy altas
11,1990,alto,alto,alto,alto,altas
14,1978,muy alto,muy alto,muy alto,alto,muy altas
14,1989,muy alto,muy alto,muy alto,muy alto,muy altas
14,1993,alto,muy alto,muy alto,muy alto,muy altas
4,2001,bajo,bajo,bajo,bajo,bajas
11,1990,muy alto,muy alto,alto,muy alto,muy altas
14,1992,alto,alto,alto,alto,altas
14,1982,alto,alto,alto,medio,medias
5,1980,muy alto,muy alto,muy alto,muy alto,muy altas
14,1984,muy alto,muy alto,muy alto,muy alto,muy altas
14,2003,muy alto,muy alto,muy alto,muy alto,altas
14,1979,muy alto,muy alto,muy alto,muy alto,altas
14,1979,alto,alto,alto,alto,medias
4,1979,bajo,medio,medio,medio,bajas
